ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Tiered pricing type,Tiered pricing minimum product quantity,Fixed Tiered Prices,Percentage Tiered Prices,Brand,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global,Attribute 6 name,Attribute 6 value(s),Attribute 6 visible,Attribute 6 global,Attribute 7 name,Attribute 7 value(s),Attribute 7 visible,Attribute 7 global,Attribute 8 name,Attribute 8 value(s),Attribute 8 visible,Attribute 8 global,Attribute 9 name,Attribute 9 value(s),Attribute 9 visible,Attribute 9 global,Attribute 10 name,Attribute 10 value(s),Attribute 10 visible,Attribute 10 global,Attribute 11 name,Attribute 11 value(s),Attribute 11 visible,Attribute 11 global,Attribute 12 name,Attribute 12 value(s),Attribute 12 visible,Attribute 12 global,Attribute 13 name,Attribute 13 value(s),Attribute 13 visible,Attribute 13 global,Attribute 14 name,Attribute 14 value(s),Attribute 14 visible,Attribute 14 global,Attribute 15 name,Attribute 15 value(s),Attribute 15 visible,Attribute 15 global,Attribute 16 name,Attribute 16 value(s),Attribute 16 visible,Attribute 16 global
,simple,HZK32211RPX-T1,HZK32211RPX-T1,1,0,visible,"11136 RED GLOSS MIL-PRF-85285E, TYPE II 3/1CAT.0648OCM","MIL-PRF-85285E, TYPE II, CLASS H - ONE GALLON KIT .75 GL BASE TO ONE QUART CATALYST 06840 MAKES ONE GALLON\nPOLYURETHANE, HIGH SOLIDS, 2.8 VOC, AIRCRAFT APPLICATION.\nPAINT IS TO BE APPLIED OVER APPROVED MIL-PRF-23377 OR MIL-PRF-85582 PRIMERS TO 0.60 - .09 MILLS DFT<p><b><i>Notice:</i></b> This is a made-to-order product and has a lead time of 3 business days before it can be shiped.</p><hr />",,,taxable,,1,100,,0,0,23.00,9.00,15.00,9.00,0,,,481.85,PAINTS > MIL-TOPCOAT,,,https://jdlindustries.com/wp-content/uploads/hentzen-mil-gallon-1024.jpg,,,,,,,,,0,fixed,1,"1:481.85,5:447.50,10:413.00,50:275.50,100:206.50",,,Color,RED,1,1,Weight,23.00,1,1,Manufacturer,HENTZEN,1,1,Unit of Measure,1-GL KIT,1,1,UPC,,1,1,Barcode1,,1,1,Barcode2,,1,1,Vendor SKU,K32202RPX-T2  + CAT 06480CMU,1,1,Aviation,Yes,1,1,Marine,No,1,1,Industrial,No,1,1,Hazardous,Yes,1,1,Special packaging,No,1,1,Ship frozen,No,1,1,Family,PAINT,1,1,Lead time,3 business days,1,1
,simple,HZK32212APX-T1,HZK32212APX-T1,1,0,visible,"16440 GRAY GLOSS MIL-PRF-85285E, TYPE II 3/1 CAT.0648O","MIL-PRF-85285E, TYPE II, CLASS H - ONE GALLON KIT .75 GL BASE TO ONE QUART CATALYST 06840 MAKES ONE GALLON\nPOLYURETHANE, HIGH SOLIDS, 2.8 VOC, AIRCRAFT APPLICATION.\nPAINT IS TO BE APPLIED OVER APPROVED MIL-PRF-23377 OR MIL-PRF-85582 PRIMERS TO 0.60 - .09 MILLS DFT<p><b><i>Notice:</i></b> This is a made-to-order product and has a lead time of 3 business days before it can be shiped.</p><hr />",,,taxable,,1,100,,0,0,23.00,9.00,15.00,9.00,0,,,393.50,PAINTS > MIL-TOPCOAT,,,https://jdlindustries.com/wp-content/uploads/hentzen-mil-gallon-1024.jpg,,,,,,,,,0,fixed,1,"1:393.50,5:365.50,10:337.50,50:225.00,100:168.65",,,Color,GRAY,1,1,Weight,23.00,1,1,Manufacturer,HENTZEN,1,1,Unit of Measure,1-GL KIT,1,1,UPC,,1,1,Barcode1,,1,1,Barcode2,,1,1,Vendor SKU,K32212APX-T2  + CAT 06480CMU,1,1,Aviation,Yes,1,1,Marine,No,1,1,Industrial,No,1,1,Hazardous,Yes,1,1,Special packaging,No,1,1,Ship frozen,No,1,1,Family,PAINT,1,1,Lead time,3 business days,1,1
,simple,HZK32215APX-T1,HZK32215APX-T1,1,0,visible,"26307 GRAY S-GLOSS MIL-PRF-85285E, TYPE II 3/1 CAT.064","MIL-PRF-85285E, TYPE II, CLASS H - ONE GALLON KIT .75 GL BASE TO ONE QUART CATALYST 06840 MAKES ONE GALLON\nPOLYURETHANE, HIGH SOLIDS, 2.8 VOC, AIRCRAFT APPLICATION.\nPAINT IS TO BE APPLIED OVER APPROVED MIL-PRF-23377 OR MIL-PRF-85582 PRIMERS TO 0.60 - .09 MILLS DFT<p><b><i>Notice:</i></b> This is a made-to-order product and has a lead time of 3 business days before it can be shiped.</p><hr />",,,taxable,,1,100,,0,0,23.00,9.00,15.00,9.00,0,,,393.50,PAINTS > MIL-TOPCOAT,,,https://jdlindustries.com/wp-content/uploads/hentzen-mil-gallon-1024.jpg,,,,,,,,,0,fixed,1,"1:393.50,5:365.50,10:337.50,50:225.00,100:168.65",,,Color,GRAY,1,1,Weight,23.00,1,1,Manufacturer,HENTZEN,1,1,Unit of Measure,1-GL KIT,1,1,UPC,,1,1,Barcode1,,1,1,Barcode2,,1,1,Vendor SKU,K32215APX-T2 + CAT 06480CMU,1,1,Aviation,Yes,1,1,Marine,No,1,1,Industrial,No,1,1,Hazardous,Yes,1,1,Special packaging,No,1,1,Ship frozen,No,1,1,Family,PAINT,1,1,Lead time,3 business days,1,1
,simple,HZK32218WPX-T1,HZK32218WPX-T1,1,0,visible,"27875 WHTE S-GLOSS MIL-PRF-85285E, TYPE II 3/1 CAT.064","MIL-PRF-85285E, TYPE II, CLASS H - ONE GALLON KIT .75 GL BASE TO ONE QUART CATALYST 06840 MAKES ONE GALLON\nPOLYURETHANE, HIGH SOLIDS, 2.8 VOC, AIRCRAFT APPLICATION.\nPAINT IS TO BE APPLIED OVER APPROVED MIL-PRF-23377 OR MIL-PRF-85582 PRIMERS TO 0.60 - .09 MILLS DFT<p><b><i>Notice:</i></b> This is a made-to-order product and has a lead time of 3 business days before it can be shiped.</p><hr />",,,taxable,,1,100,,0,0,23.00,9.00,15.00,9.00,0,,,393.50,PAINTS > MIL-TOPCOAT,,,https://jdlindustries.com/wp-content/uploads/hentzen-mil-gallon-1024.jpg,,,,,,,,,0,fixed,1,"1:393.50,5:365.50,10:337.50,50:225.00,100:168.65",,,Color,WHITE,1,1,Weight,23.00,1,1,Manufacturer,HENTZEN,1,1,Unit of Measure,1-GL KIT,1,1,UPC,,1,1,Barcode1,,1,1,Barcode2,,1,1,Vendor SKU,K32218WPX-T2 + CAT 06480CMU,1,1,Aviation,Yes,1,1,Marine,No,1,1,Industrial,No,1,1,Hazardous,Yes,1,1,Special packaging,Yes,1,1,Ship frozen,No,1,1,Family,PAINT,1,1,Lead time,3 business days,1,1
,simple,HZK32221APX-T1,HZK32221APX-T1,1,0,visible,"36375 GRAY FLAT MIL-PRF-85285E,TYPE II CAT.0648OCMU","MIL-PRF-85285E, TYPE II, CLASS H - ONE GALLON KIT .75 GL BASE TO ONE QUART CATALYST 06840 MAKES ONE GALLON\nPOLYURETHANE, HIGH SOLIDS, 2.8 VOC, AIRCRAFT APPLICATION.\nPAINT IS TO BE APPLIED OVER APPROVED MIL-PRF-23377 OR MIL-PRF-85582 PRIMERS TO 0.60 - .09 MILLS DFT<p><b><i>Notice:</i></b> This is a made-to-order product and has a lead time of 3 business days before it can be shiped.</p><hr />",,,taxable,,1,100,,0,0,23.00,9.00,15.00,9.00,0,,,393.50,PAINTS > MIL-TOPCOAT,,,https://jdlindustries.com/wp-content/uploads/hentzen-mil-gallon-1024.jpg,,,,,,,,,0,fixed,1,"1:393.50,5:365.50,10:337.50,50:225.00,100:168.65",,,Color,GRAY,1,1,Weight,23.00,1,1,Manufacturer,HENTZEN,1,1,Unit of Measure,1-GL KIT,1,1,UPC,,1,1,Barcode1,,1,1,Barcode2,,1,1,Vendor SKU,K32221APX-T2  + CAT 06480CMU,1,1,Aviation,Yes,1,1,Marine,No,1,1,Industrial,No,1,1,Hazardous,Yes,1,1,Special packaging,Yes,1,1,Ship frozen,No,1,1,Family,PAINT,1,1,Lead time,3 business days,1,1
,simple,HZK32234NPX-T1,HZK32234NPX-T1,1,0,visible,"12197 ORANGE GLOSS MIL-PRF-85285E,TYPE II CAT.0648OCMU","MIL-PRF-85285E, TYPE II, CLASS H - ONE GALLON KIT .75 GL BASE TO ONE QUART CATALYST 06840 MAKES ONE GALLON\nPOLYURETHANE, HIGH SOLIDS, 2.8 VOC, AIRCRAFT APPLICATION.\nPAINT IS TO BE APPLIED OVER APPROVED MIL-PRF-23377 OR MIL-PRF-85582 PRIMERS TO 0.60 - .09 MILLS DFT<p><b><i>Notice:</i></b> This is a made-to-order product and has a lead time of 30 business days before it can be shiped.</p><hr />",,,taxable,,1,100,,0,0,23.00,9.00,15.00,9.00,0,,,481.85,PAINTS > MIL-TOPCOAT,,,https://jdlindustries.com/wp-content/uploads/hentzen-mil-gallon-1024.jpg,,,,,,,,,0,fixed,1,"1:481.85,5:447.50,10:413.00,50:275.50,100:206.50",,,Color,ORANGE,1,1,Weight,23.00,1,1,Manufacturer,HENTZEN,1,1,Unit of Measure,1-GL KIT,1,1,UPC,,1,1,Barcode1,,1,1,Barcode2,,1,1,Vendor SKU,HZK32234NPX-T2 + CAT 06480CMU,1,1,Aviation,Yes,1,1,Marine,No,1,1,Industrial,No,1,1,Hazardous,Yes,1,1,Special packaging,Yes,1,1,Ship frozen,No,1,1,Family,PAINT,1,1,Lead time,30 business days,1,1
,simple,HZK32235KPX-T1,HZK32235KPX-T1,1,0,visible,"27038 BLACK S-GLOSS MIL-PRF-85285E, TYPE II 3/1 CAT.06","MIL-PRF-85285E, TYPE II, CLASS H - ONE GALLON KIT .75 GL BASE TO ONE QUART CATALYST 06840 MAKES ONE GALLON\nPOLYURETHANE, HIGH SOLIDS, 2.8 VOC, AIRCRAFT APPLICATION.\nPAINT IS TO BE APPLIED OVER APPROVED MIL-PRF-23377 OR MIL-PRF-85582 PRIMERS TO 0.60 - .09 MILLS DFT<p><b><i>Notice:</i></b> This is a made-to-order product and has a lead time of 3 business days before it can be shiped.</p><hr />",,,taxable,,1,100,,0,0,23.00,9.00,15.00,9.00,0,,,393.50,PAINTS > MIL-TOPCOAT,,,https://jdlindustries.com/wp-content/uploads/hentzen-mil-gallon-1024.jpg,,,,,,,,,0,fixed,1,"1:393.50,5:365.50,10:337.50,50:225.00,100:168.65",,,Color,BLACK,1,1,Weight,23.00,1,1,Manufacturer,HENTZEN,1,1,Unit of Measure,1-GL KIT,1,1,UPC,,1,1,Barcode1,,1,1,Barcode2,,1,1,Vendor SKU,K32235KPX-T2  CAT 06480CMU,1,1,Aviation,Yes,1,1,Marine,No,1,1,Industrial,No,1,1,Hazardous,Yes,1,1,Special packaging,Yes,1,1,Ship frozen,No,1,1,Family,PAINT,1,1,Lead time,3 business days,1,1
,simple,HZK32236WPX-T1,HZK32236WPX-T1,1,0,visible,"17875 WHITE GLOSS MIL-PRF-85285E,TYPE II CAT.0648OCMU","MIL-PRF-85285E, TYPE II, CLASS H - ONE GALLON KIT .75 GL BASE TO ONE QUART CATALYST 06840 MAKES ONE GALLON\nPOLYURETHANE, HIGH SOLIDS, 2.8 VOC, AIRCRAFT APPLICATION.\nPAINT IS TO BE APPLIED OVER APPROVED MIL-PRF-23377 OR MIL-PRF-85582 PRIMERS TO 0.60 - .09 MILLS DFT<p><b><i>Notice:</i></b> This is a made-to-order product and has a lead time of 3 business days before it can be shiped.</p><hr />",,,taxable,,1,100,,0,0,23.00,9.00,15.00,9.00,0,,,393.50,PAINTS > MIL-TOPCOAT,,,https://jdlindustries.com/wp-content/uploads/hentzen-mil-gallon-1024.jpg,,,,,,,,,0,fixed,1,"1:393.50,5:365.50,10:337.50,50:225.00,100:168.65",,,Color,WHITE,1,1,Weight,23.00,1,1,Manufacturer,HENTZEN,1,1,Unit of Measure,1-GL KIT,1,1,UPC,,1,1,Barcode1,,1,1,Barcode2,,1,1,Vendor SKU,K32236WPX-T2  CAT 06480CMU,1,1,Aviation,Yes,1,1,Marine,No,1,1,Industrial,No,1,1,Hazardous,Yes,1,1,Special packaging,Yes,1,1,Ship frozen,No,1,1,Family,PAINT,1,1,Lead time,3 business days,1,1
,simple,HZK32239APX-T1,HZK32239APX-T1,1,0,visible,"36231 GRAY FLAT MIL-PRF-85285E,TYPE II CAT.0648OCMU","MIL-PRF-85285E, TYPE II, CLASS H - ONE GALLON KIT .75 GL BASE TO ONE QUART CATALYST 06840 MAKES ONE GALLON\nPOLYURETHANE, HIGH SOLIDS, 2.8 VOC, AIRCRAFT APPLICATION.\nPAINT IS TO BE APPLIED OVER APPROVED MIL-PRF-23377 OR MIL-PRF-85582 PRIMERS TO 0.60 - .09 MILLS DFT<p><b><i>Notice:</i></b> This is a made-to-order product and has a lead time of 3 business days before it can be shiped.</p><hr />",,,taxable,,1,100,,0,0,23.00,9.00,15.00,9.00,0,,,393.50,PAINTS > MIL-TOPCOAT,,,https://jdlindustries.com/wp-content/uploads/hentzen-mil-gallon-1024.jpg,,,,,,,,,0,fixed,1,"1:393.50,5:365.50,10:337.50,50:225.00,100:168.65",,,Color,GRAY,1,1,Weight,23.00,1,1,Manufacturer,HENTZEN,1,1,Unit of Measure,1-GL KIT,1,1,UPC,,1,1,Barcode1,,1,1,Barcode2,,1,1,Vendor SKU,K32239APX-T2  CAT 06480CMU,1,1,Aviation,Yes,1,1,Marine,No,1,1,Industrial,No,1,1,Hazardous,Yes,1,1,Special packaging,Yes,1,1,Ship frozen,No,1,1,Family,PAINT,1,1,Lead time,3 business days,1,1
,simple,HZK32240APX-T1,HZK32240APX-T1,1,0,visible,"36320 GRAY FLAT MIL-PRF-85285E,TYPE II CAT.0648OCMU","MIL-PRF-85285E, TYPE II, CLASS H - ONE GALLON KIT .75 GL BASE TO ONE QUART CATALYST 06840 MAKES ONE GALLON\nPOLYURETHANE, HIGH SOLIDS, 2.8 VOC, AIRCRAFT APPLICATION.\nPAINT IS TO BE APPLIED OVER APPROVED MIL-PRF-23377 OR MIL-PRF-85582 PRIMERS TO 0.60 - .09 MILLS DFT<p><b><i>Notice:</i></b> This is a made-to-order product and has a lead time of 3 business days before it can be shiped.</p><hr />",,,taxable,,1,100,,0,0,23.00,9.00,15.00,9.00,0,,,393.50,PAINTS > MIL-TOPCOAT,,,https://jdlindustries.com/wp-content/uploads/hentzen-mil-gallon-1024.jpg,,,,,,,,,0,fixed,1,"1:393.50,5:365.50,10:337.50,50:225.00,100:168.65",,,Color,GRAY,1,1,Weight,23.00,1,1,Manufacturer,HENTZEN,1,1,Unit of Measure,1-GL KIT,1,1,UPC,,1,1,Barcode1,,1,1,Barcode2,,1,1,Vendor SKU,K32240APX-T2  CAT 06480CMU,1,1,Aviation,Yes,1,1,Marine,No,1,1,Industrial,No,1,1,Hazardous,Yes,1,1,Special packaging,Yes,1,1,Ship frozen,No,1,1,Family,PAINT,1,1,Lead time,3 business days,1,1
,simple,HZK32242APX-T1,HZK32242APX-T1,1,0,visible,"36176 GRAY FLAT MIL-PRF-85285E,TYPE II CAT.0648OCMU","MIL-PRF-85285E, TYPE II, CLASS H - ONE GALLON KIT .75 GL BASE TO ONE QUART CATALYST 06840 MAKES ONE GALLON\nPOLYURETHANE, HIGH SOLIDS, 2.8 VOC, AIRCRAFT APPLICATION.\nPAINT IS TO BE APPLIED OVER APPROVED MIL-PRF-23377 OR MIL-PRF-85582 PRIMERS TO 0.60 - .09 MILLS DFT<p><b><i>Notice:</i></b> This is a made-to-order product and has a lead time of 3 business days before it can be shiped.</p><hr />",,,taxable,,1,100,,0,0,23.00,9.00,15.00,9.00,0,,,393.50,PAINTS > MIL-TOPCOAT,,,https://jdlindustries.com/wp-content/uploads/hentzen-mil-gallon-1024.jpg,,,,,,,,,0,fixed,1,"1:393.50,5:365.50,10:337.50,50:225.00,100:168.65",,,Color,GRAY,1,1,Weight,23.00,1,1,Manufacturer,HENTZEN,1,1,Unit of Measure,1-GL KIT,1,1,UPC,,1,1,Barcode1,,1,1,Barcode2,,1,1,Vendor SKU,K32242APX-T2 + CAT 06480CMU,1,1,Aviation,Yes,1,1,Marine,No,1,1,Industrial,No,1,1,Hazardous,Yes,1,1,Special packaging,Yes,1,1,Ship frozen,No,1,1,Family,PAINT,1,1,Lead time,3 business days,1,1
,simple,HZK35631APX-T1,HZK35631APX-T1,1,0,visible,"36270 GRAY FLAT MIL-PRF-85285E,TY I &amp; V , CL H  3/1 M\n\n\n<strong><i>QPL:</i></strong> LMCO FMS-1027 TY V; MIL-PRF-85285E, TYPE I &amp; IV CLASS H","GRAY FLAT HIGH SOLID URETHANE, FED. STD 595 COLOR # 36270 PER MIL-PRF-85285 TYPE 1\nTHIS URETHANE COATING EXHIBITS CHEMICAL RESISTANCE, OUTSTANDING TOUGHNESS, FLEXIBILITY, ABRASION RESISTANCE AND EXCELLENT\nOUTSIDE DURABILITY.\n\n\n\n<strong><i>QPL:</i></strong> LMCO FMS-1027 TY V; MIL-PRF-85285E, TYPE I &amp;amp; IV CLASS H",,,taxable,,1,5,,0,0,23.00,9.00,15.00,9.00,0,,,850.00,PAINTS > MIL-TOPCOAT,,,https://jdlindustries.com/wp-content/uploads/hentzen-mil-gallon-1024.jpg,,,,,,,,,0,fixed,1,5:850.00,,,Color,GRAY,1,1,Weight,23.00,1,1,Manufacturer,HENTZEN,1,1,Unit of Measure,1-GL KIT,1,1,UPC,,1,1,Barcode1,,1,1,Barcode2,,1,1,Vendor SKU,K35631APX-35502CMU,1,1,Aviation,Yes,1,1,Marine,No,1,1,Industrial,No,1,1,Hazardous,No,1,1,Special packaging,No,1,1,Ship frozen,No,1,1,Family,PAINT,1,1,Lead time,Available from stock,1,1
,simple,HZK35653APX-T1,HZK35653APX-T1,1,0,visible,"36099GRAY FLAT MIL-PRF-85285E,TY I &amp; IV , CL H  3/1 M\n\n\n<strong><i>QPL:</i></strong> LMCO FMS-1027 TY V; MIL-PRF-85285E, TYPE I &amp; IV CLASS H","MIL-PRF-85285E, TYPE I &amp; IV, CLASS H - ONE GALLON KIT .75 GL BASE TO ONE QUART CATALYST 35502CMU MAKES ONE GALLON\nPOLYURETHANE, HIGH SOLIDS, 2.8 VOC, AIRCRAFT APPLICATION.\nPAINT IS TO BE APPLIED OVER APPROVED MIL-PRF-23377 OR MIL-PRF-85582 PRIMERS TO 0.60 - .09 MILLS DFT\n\n\n<strong><i>QPL:</i></strong> LMCO FMS-1027 TY V; MIL-PRF-85285E, TYPE I &amp;amp; IV CLASS H",,,taxable,,1,100,,0,0,23.00,9.00,15.00,9.00,0,,,850.00,PAINTS > MIL-TOPCOAT,,,https://jdlindustries.com/wp-content/uploads/hentzen-mil-gallon-1024.jpg,,,,,,,,,0,fixed,1,5:850.00,,,Color,,1,1,Weight,23.00,1,1,Manufacturer,HENTZEN,1,1,Unit of Measure,KIT,1,1,UPC,K35653APX-G,1,1,Barcode1,,1,1,Barcode2,,1,1,Vendor SKU,K35653APX-G,1,1,Aviation,Yes,1,1,Marine,No,1,1,Industrial,No,1,1,Hazardous,No,1,1,Special packaging,Yes,1,1,Ship frozen,No,1,1,Family,,1,1,Lead time,Available from stock,1,1
,simple,HZK4708WPX-T1,HZK4708WPX-T1,1,0,visible,"17925 WHITE GLOSS MIL-PRF-85285E,TYPE I CAT.0648OCMU\n\n\n<strong><i>QPL:</i></strong> MIL-PRF-85285E, TYPE I\n\n\n<strong><i>Color specs:</i></strong> WHITE GLOSS FED-STD 17925","MIL-PRF-85285E, TYPE I, CLASS H - ONE GALLON KIT .75 GL BASE TO ONE QUART CATALYST 06840 MAKES ONE GALLON\nPOLYURETHANE, HIGH SOLIDS, 2.8 VOC, AIRCRAFT APPLICATION.\nPAINT IS TO BE APPLIED OVER APPROVED MIL-PRF-23377 OR MIL-PRF-85582 PRIMERS TO 0.60 - .09 MILLS DFT\n\n\n<strong><i>QPL:</i></strong> MIL-PRF-85285E, TYPE I\n\n\n<strong><i>Color specs:</i></strong> WHITE GLOSS FED-STD 17925<p><b><i>Notice:</i></b> This is a made-to-order product and has a lead time of 30 business days before it can be shiped.</p><hr />",,,taxable,,1,100,,0,0,23.00,9.00,15.00,9.00,0,,,393.50,PAINTS > MIL-TOPCOAT,,,https://jdlindustries.com/wp-content/uploads/hentzen-mil-gallon-1024.jpg,,,,,,,,,0,fixed,1,"1:393.50,5:365.50,10:337.50,50:225.00,100:168.65",,,Color,WHITE,1,1,Weight,23.00,1,1,Manufacturer,HENTZEN,1,1,Unit of Measure,1-GL KIT,1,1,UPC,,1,1,Barcode1,,1,1,Barcode2,,1,1,Vendor SKU,K4708WPX-T1 + CAT 06480CMU,1,1,Aviation,Yes,1,1,Marine,No,1,1,Industrial,No,1,1,Hazardous,Yes,1,1,Special packaging,Yes,1,1,Ship frozen,No,1,1,Family,PAINT,1,1,Lead time,30 business days,1,1
,simple,HZK4712APX-T1,HZK4712APX-T1,1,0,visible,"36375 GRAY FLAT MIL-PRF-85285E,TYPE I CAT.0648OCMU\n\n\n<strong><i>QPL:</i></strong> MIL-PRF-85285E, TYPE I\n\n\n<strong><i>Color specs:</i></strong> GRAY FLAT FED-STD 36375","MIL-PRF-85285E, TYPE I, CLASS H - ONE GALLON KIT .75 GL BASE TO ONE QUART CATALYST 06840 MAKES ONE GALLON\nPOLYURETHANE, HIGH SOLIDS, 2.8 VOC, AIRCRAFT APPLICATION.\nPAINT IS TO BE APPLIED OVER APPROVED MIL-PRF-23377 OR MIL-PRF-85582 PRIMERS TO 0.60 - .09 MILLS DFT\n\n\n<strong><i>QPL:</i></strong> MIL-PRF-85285E, TYPE I\n\n\n<strong><i>Color specs:</i></strong> GRAY FLAT FED-STD 36375<p><b><i>Notice:</i></b> This is a made-to-order product and has a lead time of 30 business days before it can be shiped.</p><hr />",,,taxable,,1,100,,0,0,23.00,9.00,15.00,9.00,0,,,393.50,PAINTS > MIL-TOPCOAT,,,https://jdlindustries.com/wp-content/uploads/hentzen-mil-gallon-1024.jpg,,,,,,,,,0,fixed,1,"1:393.50,5:365.50,10:337.50,50:225.00,100:168.65",,,Color,GRAY,1,1,Weight,23.00,1,1,Manufacturer,HENTZEN,1,1,Unit of Measure,1-GL KIT,1,1,UPC,,1,1,Barcode1,,1,1,Barcode2,,1,1,Vendor SKU,K4712APX-T1 + CAT 06480CMU,1,1,Aviation,Yes,1,1,Marine,No,1,1,Industrial,No,1,1,Hazardous,Yes,1,1,Special packaging,Yes,1,1,Ship frozen,No,1,1,Family,PAINT,1,1,Lead time,30 business days,1,1
