Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Applications (product.metafields.custom.applications),Compliance & Certifications (product.metafields.custom.compliance_certifications),Is Hazmat? (product.metafields.custom.is_hazmat),Lead time (product.metafields.custom.lead_time),Manufacturer Part Number (product.metafields.custom.manufacturer_part_number),Military Specifications (product.metafields.custom.mil_specs),NSN (product.metafields.custom.nsn),QPL (product.metafields.custom.qpl),SAE Color (product.metafields.custom.sae_color),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
hentzen-31347cpx-mil-prf-85285-type-i,"Hentzen 31347CPX, Clear Flat Topcoat, MIL-PRF-85285 Type I Class H",<p>Hentzen's Clear Flat Polyurethane Topcoat for aerospace and industrial applications. This high-performance coating is designed for a 3/1 mix ratio to provide a protective flat finish.</p>,Hentzen,Business & Industrial > Manufacturing,Topcoat,mil-prf-85285,false,Title,Default Title,,,,,,,,HZ31347CPX-T1,10432.579150763,shopify,100,continue,manual,100.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0750/8767/5550/files/hentzen-mil-gallon-1024-600x600_553234da-e4d1-4fdd-b13c-043a553e9006.jpg?v=1767818473,1,hentzen-branded paint can on a blue background,false,"Hentzen 31347CPX, Clear Flat, MIL-PRF-85285 Type I",Hentzen Clear Flat Topcoat. Professional grade 3/1 mix polyurethane for aviation and industrial applications.,1470,,,,,,,,,,,"Aviation
Industrial
Marine",,FALSE,0,31347CPX,mil-prf-85285-f-type-i-class-h,,,,,,,,,,lb,,,draft
hentzen-31323cpx-mil-prf-85285-type-1,"Hentzen 31323CPX-T1 NOTINT, Clear Semi-Gloss Topcoat, MIL-PRF-85285 Type I Class H (QPL)","<p>Hentzen's Clear Semi-Gloss Polyurethane Topcoat. This aerospace coating is qualified to the MIL-PRF-85285 Type I Class H specification, providing a durable semi-gloss finish.</p>",Hentzen,Business & Industrial > Manufacturing,Topcoat,mil-prf-85285,true,Title,Default Title,,,,,,,,HZ31323CPX-T1,10432.579150763,shopify,100,continue,manual,393.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0750/8767/5550/files/hentzen-mil-gallon-1024-600x600_553234da-e4d1-4fdd-b13c-043a553e9006.jpg?v=1767818473,1,hentzen-branded paint can on a blue background,false,"Hentzen 31323CPX, Clear Topcoat, MIL-PRF-85285 Type I (QPL)",Hentzen Clear Semi-Gloss Topcoat. Durable polyurethane qualified to MIL-PRF-85285 Type 1 Class H.,1470,,,,,,,,,,,"Aviation
Industrial
Marine",,FALSE,0,31323CPX-T1,mil-prf-85285-f-type-i-class-h,,mil-prf-85285-f-type-i-class-h,,,,,,,,lb,,,active
hentzen-31317bpx-mil-prf-85285-type-1,"Hentzen 31317BPX, Blue Flat Topcoat, MIL-PRF-85285 Type I Class H (QPL)",<p>Hentzen's Flat Blue Polyurethane Topcoat base for aircraft applications. This single component base is qualified to the MIL-PRF-85285 Type I Class H specification.</p>,Hentzen,Business & Industrial > Manufacturing,Topcoat,mil-prf-85285,true,Title,Default Title,,,,,,,,HZ31317BPX-TI,10432.579150763,shopify,100,continue,manual,481.85,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0750/8767/5550/files/hentzen-mil-gallon-1024-600x600_553234da-e4d1-4fdd-b13c-043a553e9006.jpg?v=1767818473,1,hentzen-branded paint can on a blue background,false,"Hentzen 31317BPX, Blue Flat, MIL-PRF-85285 Type I (QPL)",Hentzen Blue Flat Topcoat base. High-performance aircraft coating qualified to MIL-PRF-85285 Type 1 Class H.,1470,,,,,,,,,,,"Aviation
Industrial
Marine",,FALSE,0,31317BPX,mil-prf-85285-f-type-i-class-h,,mil-prf-85285-f-type-i-class-h,,,,,,,,lb,,,active
hentzen-31135kpx-mil-prf-85285-type-1,"Hentzen 31135KPX, Black Semi-Gloss Topcoat, MIL-PRF-85285 Type I Class H (QPL)",<p>Hentzen's Black Semi-Gloss Polyurethane Topcoat. This high-performance aerospace coating is qualified to MIL-PRF-85285 Type I Class H and requires a 3/1 mix ratio.</p>,Hentzen,Business & Industrial > Manufacturing,Topcoat,mil-prf-85285,false,Title,Default Title,,,,,,,,HZ31135KPX-T1,10432.579150763,shopify,100,continue,manual,100.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0750/8767/5550/files/hentzen-mil-gallon-1024-600x600_553234da-e4d1-4fdd-b13c-043a553e9006.jpg?v=1767818473,1,hentzen-branded paint can on a blue background,false,"Hentzen 31135KPX, Black Topcoat, MIL-PRF-85285 Type I (QPL)",Hentzen Black Semi-Gloss Topcoat. Professional aerospace coating qualified to MIL-PRF-85285 Type 1 Class H.,1470,,,,,,,,,,,Aviation,,FALSE,0,31135KPX,mil-prf-85285-f-type-i-class-h,,mil-prf-85285-f-type-i-class-h,,,,,,,,lb,,,draft
hentzen-31105kpx-mil-prf-85285-type-1,"Hentzen 31105KPX, Black Flat Topcoat, MIL-PRF-85285 Type I Class H (QPL)",<p>Hentzen's Flat Black Polyurethane Topcoat for high-performance applications. This coating is qualified to the MIL-PRF-85285 Type I Class H specification for aerospace use.</p>,Hentzen,Business & Industrial > Manufacturing,Topcoat,mil-prf-85285,false,Title,Default Title,,,,,,,,HZ31105KPX-T1,10432.579150763,shopify,100,continue,manual,100.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0750/8767/5550/files/hentzen-mil-gallon-1024-600x600_553234da-e4d1-4fdd-b13c-043a553e9006.jpg?v=1767818473,1,hentzen-branded paint can on a blue background,false,"Hentzen 31105KPX, Black Flat, MIL-PRF-85285 Type I (QPL)",Hentzen Flat Black Topcoat. High solids polyurethane qualified to MIL-PRF-85285 Type 1 Class H.,1470,,,,,,,,,,,"Aviation
Industrial
Marine",,FALSE,0,31105KPX,mil-prf-85285-f-type-i-class-h,,mil-prf-85285-f-type-i-class-h,,,,,,,,lb,,,draft
hentzen-31104kpx-mil-prf-85285-type-i,"Hentzen 31104KPX, Black Gloss Topcoat, MIL-PRF-85285 Type I Class H","<p>Hentzen's Black Gloss Polyurethane Topcoat designed for a 3/1 mix ratio. This professional grade coating is suitable for aviation, marine, and industrial applications.</p>",Hentzen,Business & Industrial > Manufacturing,Topcoat,mil-prf-85285,false,Title,Default Title,,,,,,,,HZ31104KPX-T1,10432.579150763,shopify,100,continue,manual,100.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0750/8767/5550/files/hentzen-mil-gallon-1024-600x600_553234da-e4d1-4fdd-b13c-043a553e9006.jpg?v=1767818473,1,hentzen-branded paint can on a blue background,false,"Hentzen 31104KPX, Black Topcoat, MIL-PRF-85285 Type I","Hentzen Black Gloss Topcoat. Versatile 3/1 mix polyurethane for aviation, marine, and industrial use.",1470,,,,,,,,,,,"Aviation
Industrial
Marine",,FALSE,0,31104KPX,mil-prf-85285-f-type-i-class-h,,,17038,,,,,,,lb,,,draft
hentzen-31103wpx-mil-prf-85285-type-1,"Hentzen 31103WPX, White Flat Topcoat, MIL-PRF-85285 Type I Class H (QPL)","<p>Hentzen's Flat White Polyurethane Topcoat base for aircraft applications. Formulated as a single component base for a 3/1 mix, it is qualified to MIL-PRF-85285 Type I Class H.</p>",Hentzen,Business & Industrial > Manufacturing,Topcoat,mil-prf-85285,false,Title,Default Title,,,,,,,,HZ31103WPX-T1,10432.579150763,shopify,100,continue,manual,100.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0750/8767/5550/files/hentzen-mil-gallon-1024-600x600_553234da-e4d1-4fdd-b13c-043a553e9006.jpg?v=1767818473,1,hentzen-branded paint can on a blue background,false,"Hentzen 31103WPX, White Flat, MIL-PRF-85285 Type I (QPL)","Hentzen Flat White Topcoat base. Aircraft grade, qualified to MIL-PRF-85285 Type 1 Class H.",1470,,,,,,,,,,,"Aviation
Industrial
Marine",,FALSE,0,31103WPX,mil-prf-85285-f-type-i-class-h,,mil-prf-85285-f-type-i-class-h,,,,,,,,lb,,,draft
hentzen-31101wpx-mil-prf-85285-type-1,"Hentzen 31101WPX, White Gloss Topcoat, MIL-PRF-85285 Type I Class H (QPL)","<p>Hentzen's White Gloss Polyurethane Topcoat is a high-performance aerospace coating. This single-component base is qualified to the MIL-PRF-85285 Type I Class H specification.</p>
<p>This product is best suited for aviation and aerospace applications needing a durable, high-gloss, specification-qualified finish. In aviation, the topcoat is not just about appearance. It also must hold up against weather, chemicals, UV exposure, and demanding service conditions.</p>
<p>Common uses include aircraft exterior surfaces, where it is ideal for fixed-wing aircraft and helicopters that require a tough, glossy white finish on the outer surfaces, such as fuselage sections, fairings, access panels, and other exposed components.</p>
<p>The white gloss topcoat is also well-suited for aerospace programs that require compliance with recognized military performance standards for polyurethane topcoats, where a clean, bright appearance is important, for visibility, heat reflectivity, UV resistance, or when a premium appearance matters.</p>",Hentzen,Business & Industrial > Manufacturing,Topcoat,mil-prf-85285,false,Title,Default Title,,,,,,,,HZ31101WPX-T1,10432.579150763,shopify,100,continue,manual,100.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0750/8767/5550/files/hentzen-mil-gallon-1024-600x600_553234da-e4d1-4fdd-b13c-043a553e9006.jpg?v=1767818473,1,hentzen-branded paint can on a blue background,false,"Hentzen 31101WPX, White Topcoat, MIL-PRF-85285 Type I (QPL)",Hentzen White Gloss Topcoat base. High-performance aircraft application. QPL MIL-PRF-85285 Type 1 Class H.,1470,,,,,,,,,,,Aviation,,FALSE,0,31101WPX,mil-prf-85285-f-type-i-class-h,,mil-prf-85285-f-type-i-class-h,,,,,,,,lb,,,draft
hentzen-17292ydf-mil-prf-22750g-type-ii,"Hentzen 17292YDF, Yellow Epoxy Primer, MIL-PRF-22750G Type II","<p>Hentzen's Yellow Epoxzen Epoxy Primer meets the requirements of MIL-PRF-22750G Type II Class H Grade A. This kit provides excellent adhesion and durability for marine and industrial use.</p>
<p>This primer is ideal for marine, military, and industrial metal applications where adhesion, toughness, and specification-driven performance are critical. It is not just about color or coverage. It is about building a coating system that holds up when the environment gets aggressive.</p>
<p>Common uses of Epoxzen Primer include marine equipment and vessels, including components, marine structures, and support equipment exposed to moisture, salt spray, and harsh operating conditions. The durable epoxy primer helps protect the substrate and gives the topcoat a strong foundation.</p>
<p>Other military support equipment, transport components, ground equipment, and defense-related assets require coatings aligned with military specifications that this product meets.</p>
<p>Though not required by specs, Epoxzen primer is a good choice for industrial applications that need reliable adhesion and long-term coating performance. In industrial settings, premature coating failure often leads to corrosion, rework, and downtime. A robust epoxy primer helps reduce that risk. This primer works well as the base layer on steel and aluminum, needing a durable finish system. Think of it as the anchor for the full coating system. If the primer underperforms, the whole system is compromised.</p>",Hentzen,Business & Industrial > Manufacturing,Primer,mil-prf-22750,true,Title,Default Title,,,,,,,,HZ17292YDF-LVOC KIT,10432.579150763,shopify,100,continue,manual,393.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0750/8767/5550/files/hentzen-mil-gallon-1024-600x600_553234da-e4d1-4fdd-b13c-043a553e9006.jpg?v=1767818473,1,hentzen-branded paint can on a blue background,false,"Hentzen 17292YDF, Yellow Primer, MIL-PRF-22750G Type II",Hentzen Yellow Epoxzen kit. Meets MIL-PRF-22750G Type II Class H Grade A for aviation and marine use.,1470,,,,,,,,,,,"Aviation
Industrial
Marine",,FALSE,0,17292YDF-LVOC,mil-prf-22750-g-type-ii-class-h-grade-a,,mil-prf-22750-g-type-ii-class-h-grade-a,,,,,,,,lb,,,active
hentzen-17169kle-mil-prf-81352c-type-1,"Hentzen 17169KLE, Black Acrylic Lacquer, MIL-PRF-81352C Type I (QPL)","<p>Hentzen's Black Acrylic Lacquer is designed for military applications requiring high durability. This coating is qualified to the MIL-PRF-81352C Type I specification.</p>
<p>This single-component acrylic aircraft touch-up coating in FED-STD-595 black is suitable for military aircraft and support-equipment touch-up applications, especially where you need a compliant black finish with solid exterior durability. Repair scratches, chips, and other damages needing repainting. Other common uses include touch-ups on tow bars, service carts, access stands, and related support hardware used around flight lines. This paint is specially formulated for resistance to heat and diester lubricating oils in aircraft environments.</p>",Hentzen,Business & Industrial > Manufacturing,Topcoat,mil-prf-81352,true,Title,Default Title,,,,,,,,HZ17169KLE GL,10432.579150763,shopify,100,continue,manual,800.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0750/8767/5550/files/hentzen-mil-gallon-1024-600x600_553234da-e4d1-4fdd-b13c-043a553e9006.jpg?v=1767818473,1,hentzen-branded paint can on a blue background,false,"Hentzen 17169KLE, Black Lacquer, MIL-PRF-81352C Type I (QPL)",Hentzen Black Acrylic Lacquer. Professional grade military coating qualified to MIL-PRF-81352C Type 1.,1470,,,,,,,,,,,Aviation,,FALSE,0,17169KLE,mil-prf-81352-c-type-i,,mil-prf-81352-c-type-i,37038,,,,,,,lb,,,active
hentzen-17084gep-mep-10-059-type-ii,"Hentzen 17084GEP, Aeroprime Epoxy Primer, MEP 10-059 Type II","<p>Hentzen's Aeroprime High Performance Primer is a two-component corrosion and skydrol resistant epoxy primer. It is qualified to MEP 10-059 Type II and exceeds BMS10-11 Type I requirements.</p>
<p>Aeroprime High Performance Prime is ideal for priming aluminum and other metal aircraft parts that need durable corrosion protection prior to top coating. Some examples include fuselage sections, access panels, fairings, supports, brackets, and structural assemblies.</p>
<p>Because it is Skydrol (and other phosphate-ester hydraulic fluids) resistant, Aeroprime is especially well suited for zones around wheel wells, landing gear bays, hydraulic service areas, actuators and surrounding structures, and maintenance access areas where fluid spills or splashes are common.</p>",Hentzen,Business & Industrial > Manufacturing,Primer,"",true,Title,Default Title,,,,,,,,HZK17084GEP KIT-2GL,10432.579150763,shopify,100,continue,manual,327.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0750/8767/5550/files/hentzen-mil-gallon-1024-600x600_553234da-e4d1-4fdd-b13c-043a553e9006.jpg?v=1767818473,1,hentzen-branded paint can on a blue background,false,"Hentzen 17084GEP, Aeroprime Epoxy Primer, MEP 10-059 Type II","Hentzen Aeroprime Epoxy Primer. Skydrol resistant, qualified to MEP 10-059 Type II and exceeds BMS10-11 Type I.",1470,,,,,,,,,,,Aviation,MEP 10-059 Type II; BMS10-11 Type I Class A Grade B,FALSE,15,17084GEP-LVOC,,,,,,,,,,,lb,,,active
hentzen-08633tua-mil-dtl-53039-type-iv,"Hentzen 08633TUA-B33-01, Israeli Tan CARC Coating, MIL-DTL-53039 Type IV/IX (QPL)","<p>Hentzen's Israeli Tan Chemical Agent Resistant Coating (CARC). This high-performance coating is VOHAP free and maintains a maximum 3.5 VOC for specialized military color requirements.</p>
<p>Israel Tan meets the military specs for tactical ground vehicles and support equipment, such as armored vehicles, transport vehicles, trailers, shelters, generator housings, and field-support equipment, which must match a tan/desert theater color scheme to provide camouflage protection. Other uses include military platforms that need a low-visibility sand/tan finish for visual blending in dry, dusty terrain. In addition, specialized enclosures, racks, housings, and metal assemblies used in military settings often carry the same requirements.</p>
<p>Importantly, the CARC coating facilitates easier decontamination after exposure to chemical agents.</p>",Hentzen,Business & Industrial > Manufacturing,CARC,"hazmat, mil-dtl-53039",true,Title,Default Title,,,,,,,,HZ08633TUA-B33-G1,10432.579150763,shopify,100,continue,manual,362.85,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0750/8767/5550/files/hentzen-mil-gallon-1024-600x600_553234da-e4d1-4fdd-b13c-043a553e9006.jpg?v=1767818473,1,hentzen-branded paint can on a blue background,false,"Hentzen 08633TUA, Tan CARC, MIL-DTL-53039 Type IV/IX (QPL)","Hentzen Israeli Tan CARC coating. Maximum 3.5 VOC, VOHAP free polymeric bead flattened. QPL MIL-DTL-53039 Type IV/IX.",1470,,,,,,,,,,,Aviation,,TRUE,45,08633TUA-B33-01,mil-dtl-53039-type-iv; mil-dtl-53039-type-ix,,mil-dtl-53039-type-iv; mil-dtl-53039-type-ix,,,,,,,,lb,,,active
hentzen-08628kuz-mil-dtl-53039-type-iv,"Hentzen 08628KUZ-B33-G1, Black CARC Coating, MIL-DTL-53039 Type IV/IX (QPL)","<p>Hentzen's Black Chemical Agent Resistant Coating (CARC). Featuring a maximum 3.5 VOC and VOHAP free formulation, this polymeric bead flattened coating meets stringent military standards.</p>
<p>This product is ideal for black-finished military vehicles; trucks, trailers, support vehicles, shelters, equipment such as weapon-system exterior components, ground support and field gear, and approved aircraft-related components that require a military spec-compliant CARC topcoat with low sheen, chemical resistance, and reduced regulated solvent content. Per the military spec, apply this product as a finish coat on properly primed military substrates.</p>",Hentzen,Business & Industrial > Manufacturing,CARC,"hazmat, mil-dtl-53039",true,Title,Default Title,,,,,,,,HZ08628KUZ-B33-G1,10432.579150763,shopify,100,continue,manual,391.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0750/8767/5550/files/hentzen-mil-gallon-1024-600x600_553234da-e4d1-4fdd-b13c-043a553e9006.jpg?v=1767818473,1,hentzen-branded paint can on a blue background,false,"Hentzen 08628KUZ, Black CARC, MIL-DTL-53039 Type IV/IX (QPL)","Hentzen Black CARC coating. Maximum 3.5 VOC, VOHAP free. QPL MIL-DTL-53039 Type IV/IX.",1470,,,,,,,,,,,Aviation,,TRUE,3,08628KUZ-B33-G1,mil-dtl-53039-type-iv; mil-dtl-53039-type-ix,8010-01-576-2880,mil-dtl-53039-type-iv; mil-dtl-53039-type-ix,37038,,,,,,,lb,,,active
hentzen-08625guz-mil-dtl-53039-type-iv,"Hentzen 08625GUZ-B33-G1, Aircraft Green CARC Coating, MIL-DTL-53039 Type IV/IX (QPL)","<p>Hentzen's Green Chemical Agent Resistant Coating (CARC). This polymeric bead flattened coating is VOHAP free with a maximum 3.5 VOC, designed for rugged military applications.</p>
<p>For military tactical exterior requiring CARC performance, camouflage, and durability in harsh service conditions, this product offers the best finish coat.</p>
<p>Hentzen defense coatings are positioned for defense ground equipment broadly, not just combat vehicles. Uses include tactical military vehicles such as trucks, armored platforms, trailers, and support vehicles, as well as ground support and engineer equipment like loaders, backhoes, bridging equipment, and similar rugged field assets. It is also well-suited for weapons systems, shelters, containers, and related field hardware where military-spec durability and CARC decontamination compatibility matter.</p>",Hentzen,Business & Industrial > Manufacturing,CARC,"hazmat, mil-dtl-53039",true,Title,Default Title,,,,,,,,HZ08625GUZ-B33-G1,10432.579150763,shopify,100,continue,manual,381.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0750/8767/5550/files/hentzen-mil-gallon-1024-600x600_553234da-e4d1-4fdd-b13c-043a553e9006.jpg?v=1767818473,1,hentzen-branded paint can on a blue background,false,"Hentzen 08625GUZ, Green CARC, MIL-DTL-53039 Type IV/IX (QPL)","Hentzen Green CARC coating. Maximum 3.5 VOC, VOHAP free polymeric bead flattened. QPL MIL-DTL-53039 Type IV/IX.",1470,,,,,,,,,,,Aviation,,TRUE,40,08625GUZ-B33-G1,mil-dtl-53039-type-iv; mil-dtl-53039-type-ix,8010-01-590-7944,mil-dtl-53039-type-iv; mil-dtl-53039-type-ix,34031,,,,,,,lb,,,active
hentzen-08610kuz-mil-dtl-53039-type-ix,"Hentzen 08610KUZ-UVLOC-G1, Black CARC Coating, MIL-DTL-53039 Type IV/IX (QPL)","<p>Hentzen's Black Chemical Agent Resistant Coating (CARC). This silica-free polymeric bead flattened coating is 1.0 VOC and VOHAPS free, providing high-performance aliphatic protection.</p>
<p>This finish topcoat is often used on military tactical equipment such as wheeled and tracked platforms, aviation-related assets, and ground support equipment. These types of equipment require a black, non-gloss protective coat with chemical-agent resistance, a low-sheen, and durable exterior protection.</p>
<p>When compliance with CARC requirements below matters, this product is what you need.
</p><ul>
<li>Chemical-agent-resistant surfaces</li>
<li>Low-VOC / VOHAPS-free compliance</li>
<li>Aliphatic polyurethane weatherability</li>
<li>Flattened, tactical low-sheen appearance</li>
<li>Defense-spec finish performance rather than decorative appearance</li>
</ul>
",Hentzen,Business & Industrial > Manufacturing,CARC,"hazmat, mil-dtl-53039",true,Title,Default Title,,,,,,,,HZ08610KUZ-UVLOC-G1,10432.579150763,shopify,100,continue,manual,345.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0750/8767/5550/files/hentzen-mil-gallon-1024-600x600_553234da-e4d1-4fdd-b13c-043a553e9006.jpg?v=1767818473,1,hentzen-branded paint can on a blue background,false,"Hentzen 08610KUZ, Black CARC, MIL-DTL-53039 Type IX (QPL)","Hentzen Black CARC coating. 1.0 VOC, VOHAPS free, silica-free aliphatic coating. QPL MIL-DTL-53039 Type IX.",1470,,,,,,,,,,,Aviation,,TRUE,45,08610KUZ-UVLOC-G1,mil-dtl-53039-type-ix,8010-01-582-7301,mil-dtl-53039-type-ix,37030,,,,,,,lb,,,active
hentzen-08609tuz-mil-dtl-53039-type-iv,"Hentzen 08609TUZ-UVLOC-G1, Tan CARC Coating, MIL-DTL-53039 Type IV/IX (QPL)","<p>Hentzen's Tan 686A Chemical Agent Resistant Coating (CARC). This single component aliphatic polyurethane is 1.0 VOC, VOHAPS free, and polymeric bead flattened for a durable finish.</p>
<p>This military-grade polyurethane topcoat provides the durability needed for defense, aerospace, and harsh-environment industrial applications. The tan color and low gloss, non-reflective finish provide exceptional desert camouflage and reduce solar heat absorption. This coating is regulation-compliant for use on U.S. Army and USMC tactical vehicles such as trucks, tanks, and armored vehicles.</p>",Hentzen,Business & Industrial > Manufacturing,CARC,"hazmat, mil-dtl-53039",true,Title,Default Title,,,,,,,,HZ08609TUZ-ULVOC-G1,10432.579150763,shopify,0,continue,manual,355.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0750/8767/5550/files/hentzen-mil-gallon-1024-600x600_553234da-e4d1-4fdd-b13c-043a553e9006.jpg?v=1767818473,1,hentzen-branded paint can on a blue background,false,"Hentzen 08609TUZ, Tan CARC, MIL-DTL-53039 Type IV (QPL)","Hentzen Tan 686A CARC coating. 1.0 VOC, VOHAPS free aliphatic polyurethane. QPL MIL-DTL-53039 Type IV.",1470,,,,,,,,,,,Aviation,,TRUE,30,08609TUZ-UVLOC-G1,mil-dtl-53039-type-iv,8010-01-582-7280,mil-dtl-53039-type-iv,,,,,,,,lb,,,active
test-shipping,TEST SHIPPING,"","JDL Industries, Inc",Uncategorized,"","",true,Title,Default Title,,,,,,,,TEST-SHIPPING,0.0,shopify,0,continue,manual,0.00,,true,true,,,,,"",,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
